Unnamed: 0,cd_instituic,cd_curso,sexo,ord_ingresso,cd_tip_est_sec,cd_hab_ant,cd_regime,idadeReal,trabalhadorEstudante,cd_inst_hab_ant,estado_civil,cd_cur_hab_ant,Ensino Basico Mae,Ensino Basico Pai,Ensino Secundário Mae,Ensino Secundário Pai,Ensino Superior Mae,Ensino Superior Pai,Ensino Outros Mae,Ensino Outros Pai,pais trabalham,Portugues,CNA,internacional,maiores 23,outros,1geracao,nota10-12,nota12-14,nota14-16,nota16-18,nota18-20,Abandono
856,0,16,0,1,1,1,0,22,0,340,1,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0
857,0,16,0,1,2,1,0,21,1,316,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
861,1,14,1,1,1,1,0,21,0,340,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
864,1,8,1,1,1,1,0,26,0,352,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
865,1,9,1,1,1,2,2,25,1,340,2,0,1,1,1,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0
866,1,9,1,1,1,1,2,43,1,340,4,0,1,1,1,1,1,1,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0
870,2,18,1,1,2,1,0,19,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
871,2,18,0,1,2,1,0,19,0,340,1,0,1,1,1,1,1,1,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0
872,2,18,0,1,1,1,0,19,0,340,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
873,1,5,1,1,2,1,0,18,0,340,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
886,0,17,0,1,1,1,0,19,0,305,1,0,1,1,0,0,0,0,0,0,3,1,1,0,0,0,1,0,1,0,0,0,0
887,0,17,1,5,1,1,0,18,0,119,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
888,0,0,0,4,1,1,0,20,1,313,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
889,0,16,1,5,1,1,2,20,1,336,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
890,3,4,0,2,2,1,0,18,1,254,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
891,1,13,0,1,1,1,0,21,0,313,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0
892,0,16,1,2,1,1,0,18,0,78,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
893,0,2,0,1,1,1,2,50,1,68,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
894,0,17,0,5,1,1,0,20,0,80,1,0,1,1,0,0,0,0,0,0,3,1,2,0,0,0,1,0,1,0,0,0,0
895,1,9,1,1,1,31,2,20,1,59,1,120,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0
896,0,2,1,1,1,26,2,39,1,310,2,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
897,0,17,0,1,1,1,0,18,0,109,1,0,1,1,0,0,0,0,0,0,3,1,2,0,0,0,1,0,0,1,0,0,0
898,3,6,1,1,1,1,0,21,0,323,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0
899,0,17,0,2,1,1,0,18,0,80,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
900,0,17,1,1,1,1,0,19,0,119,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
901,0,17,0,2,1,1,0,19,0,310,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
902,2,12,1,1,1,31,0,20,0,59,1,139,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0
903,0,20,1,1,1,1,2,40,1,80,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0
904,1,9,1,1,1,1,2,30,1,119,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0
905,0,17,0,1,2,1,0,18,0,190,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0
906,1,9,1,1,1,31,2,26,1,59,1,120,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0
907,0,23,1,1,1,1,2,44,1,289,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
908,0,2,0,1,2,1,2,29,1,272,1,0,1,1,1,0,0,0,0,0,2,1,0,0,1,0,1,0,0,1,0,0,0
909,0,7,1,1,1,1,1,23,1,135,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0
910,0,24,1,1,1,1,2,33,1,296,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
911,1,8,1,1,1,1,0,19,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
912,0,20,0,1,1,1,2,33,1,123,2,0,1,1,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0
913,0,23,1,1,1,1,2,48,1,305,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
914,0,17,0,1,1,1,0,32,0,68,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0
915,0,7,1,1,1,1,1,38,1,310,2,0,1,1,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0
916,1,14,1,1,1,31,0,20,0,31,1,141,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0
917,1,13,1,1,1,31,0,23,0,59,1,134,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0
918,1,13,1,1,1,31,0,20,1,59,1,134,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0
919,1,8,1,1,1,31,0,20,1,59,1,138,1,1,1,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0
920,1,8,1,1,1,31,0,26,1,59,1,120,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0
921,1,8,1,1,1,31,0,22,0,59,1,141,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
922,1,8,1,1,1,31,0,20,1,59,1,120,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0
923,1,9,1,1,1,31,2,29,0,59,2,120,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
924,1,9,1,1,1,31,2,25,1,59,1,120,1,1,1,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0
925,1,9,1,1,1,31,2,24,1,59,1,120,1,1,0,0,0,0,0,0,3,1,0,0,0,1,1,0,1,0,0,0,0
926,1,9,1,1,1,31,2,20,1,59,1,140,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
927,1,13,1,1,1,31,0,26,1,59,1,119,1,1,0,0,0,0,0,0,3,1,0,0,0,1,1,0,1,0,0,0,0
928,0,7,0,1,1,1,1,42,1,163,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
929,0,16,1,1,1,1,0,52,1,343,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0
930,0,24,1,1,2,1,2,37,1,306,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
931,0,24,1,1,1,1,2,28,1,318,2,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0
932,0,7,0,1,1,1,1,37,1,81,2,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
933,2,18,1,1,1,31,0,22,0,35,1,128,1,1,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,1,0,0,0
934,1,14,1,1,1,31,0,21,1,59,1,119,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
935,1,14,1,1,1,31,0,22,1,59,1,119,1,1,0,0,0,0,0,0,3,1,0,0,0,1,1,0,1,0,0,0,0
936,1,14,1,1,1,31,0,20,0,59,1,138,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0
937,1,8,1,1,1,31,2,19,0,59,1,139,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0
938,0,20,0,1,1,1,2,33,1,119,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
939,0,2,0,1,1,1,2,33,1,315,1,0,1,1,1,1,0,0,0,0,3,1,0,0,1,0,1,1,0,0,0,0,0
940,2,21,1,1,1,31,2,27,1,35,2,127,1,1,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,1,0,0
941,0,17,0,2,1,1,0,19,0,113,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
942,0,17,1,5,1,1,0,17,1,220,1,0,1,1,1,0,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,0
943,0,17,0,2,1,1,0,20,0,305,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
944,0,17,0,2,1,1,0,17,0,79,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
945,0,11,1,5,1,1,0,19,0,79,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
946,0,11,0,4,1,1,0,18,0,190,1,0,1,1,1,1,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,0
947,0,20,1,1,1,1,2,38,1,164,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
948,0,11,1,2,1,1,0,18,0,214,1,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,0
949,0,19,0,3,1,1,0,19,0,119,1,0,1,1,1,0,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,0
950,0,19,1,4,1,1,0,18,1,313,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
951,0,19,0,3,1,1,0,19,0,187,1,0,1,1,0,0,0,0,0,0,3,1,1,0,0,0,1,0,1,0,0,0,0
952,0,19,0,5,1,1,0,18,1,120,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0
953,0,19,0,2,1,1,0,18,0,187,1,0,1,1,1,0,0,0,0,0,3,1,1,0,0,0,1,1,0,0,0,0,0
954,0,16,0,2,1,1,0,18,0,327,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
955,0,16,0,4,1,1,0,17,0,78,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
956,0,16,0,2,1,1,0,19,0,206,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0
957,0,16,0,2,1,1,0,18,0,313,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0
958,0,16,0,4,1,1,0,18,0,305,1,0,1,1,1,1,1,1,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0
959,1,8,1,2,1,1,0,19,0,254,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
960,0,0,0,2,1,1,0,20,1,121,1,0,1,1,1,0,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0
961,0,0,1,2,1,1,0,21,0,135,1,0,1,1,1,0,0,0,0,0,3,1,1,0,0,0,1,0,1,0,0,0,0
962,0,0,1,6,1,1,0,19,0,330,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0
963,0,0,0,5,1,1,0,20,1,313,1,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0
964,3,4,0,4,1,1,2,20,0,120,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
965,3,4,0,1,1,1,2,19,1,252,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0
966,3,4,0,3,1,1,2,17,1,254,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
967,3,4,0,2,1,1,0,17,0,254,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
968,3,4,0,2,1,1,0,18,0,310,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
969,3,4,0,2,1,1,0,18,0,113,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
970,0,7,1,1,1,1,1,34,1,346,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0
971,0,11,1,3,1,1,0,18,0,78,1,0,1,1,1,1,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,0
972,1,9,1,1,1,1,2,26,0,59,1,105,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
975,0,23,0,2,1,1,0,22,0,252,1,0,1,1,0,1,0,1,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0
976,0,23,1,1,1,1,2,27,1,118,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0
977,0,23,1,1,1,1,2,40,1,20,2,48,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0
978,0,19,0,1,1,31,2,22,0,34,1,124,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
979,0,2,1,1,1,1,0,18,0,109,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
980,0,24,1,1,1,31,2,36,1,34,1,121,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
981,0,24,1,1,1,1,2,28,1,351,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
982,0,24,0,1,1,31,2,20,1,6,1,132,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
983,0,24,0,1,1,3,2,26,1,57,1,155,1,1,0,1,0,0,0,0,3,1,0,0,1,0,1,0,0,0,1,0,0
984,0,24,0,1,2,1,2,25,0,255,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
985,0,24,0,1,1,1,0,38,0,108,2,0,1,1,1,1,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0
986,0,16,0,1,1,31,2,23,0,34,1,121,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
987,0,23,0,1,1,1,2,46,1,135,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
988,0,17,0,2,1,1,2,18,0,221,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
989,0,17,1,1,1,1,2,18,0,109,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0
990,0,17,0,1,1,1,2,26,0,273,2,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0
991,0,2,1,1,1,1,2,29,1,342,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0
992,0,2,0,1,1,1,2,26,1,20,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0
993,0,2,0,1,1,1,2,33,1,140,1,0,1,1,1,1,1,1,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0
994,0,20,1,1,2,1,2,24,1,290,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0
995,0,20,1,1,2,1,2,41,1,315,4,0,0,1,0,1,0,1,1,0,3,1,0,0,1,0,0,0,0,1,0,0,0
996,0,11,0,2,1,1,0,18,0,79,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
997,0,11,0,3,1,1,0,18,0,73,1,0,1,1,0,1,0,1,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0
998,3,6,1,1,1,1,0,26,1,217,1,0,1,1,1,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0
999,3,6,1,1,1,1,2,24,1,191,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0
1000,0,2,0,1,1,1,2,34,1,122,4,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
1002,1,5,1,1,1,31,0,23,0,26,1,147,1,1,1,1,1,1,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0
1003,1,9,1,1,1,1,2,36,1,349,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1004,1,13,1,1,1,31,0,21,0,59,1,134,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0
1005,1,14,1,1,1,31,0,20,1,59,1,141,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0
1006,2,21,0,1,1,1,2,26,1,342,1,0,1,1,1,0,0,0,0,0,2,1,0,0,1,0,1,1,0,0,0,0,0
1007,1,9,1,1,1,31,2,23,1,59,1,120,1,1,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0
1008,1,9,1,1,1,3,2,28,1,59,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1009,0,20,0,1,1,1,2,32,1,305,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
1010,0,0,1,1,1,1,0,38,1,310,2,0,1,1,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0
1011,1,10,1,1,1,1,0,31,1,143,1,0,1,1,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0
1013,3,4,0,1,1,1,0,19,0,310,1,0,1,1,1,1,1,1,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0
1014,0,0,0,1,1,1,0,18,0,340,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
1015,0,20,1,1,1,1,2,43,1,98,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
1016,0,11,0,1,1,26,0,33,1,314,2,0,1,1,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0
1017,0,2,0,1,1,1,2,34,0,327,5,0,1,1,0,0,0,0,0,0,3,1,0,0,1,0,1,0,1,0,0,0,0
1018,1,13,1,1,1,31,0,22,1,59,1,134,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0
